Aircraft;Engine;Role;Registration;Seats;Cargo Capacity (t);Flight Number;Date;Take-off Time (UTC);Origin Airport;Destination Airport;Distance OD (km);Distance Flown (km);CO2 (kgCO2e);Contrails (kgCO2e)
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY1466;20/03/2023;20/03/2023 14:03;LEBB;LFPG;761.2964498804492;920.5521303794736;11876.083251165546;0.0
A319;CFM56-5B6/P;PAX;EC-MIQ;144.0;0.0;VY1280;08/07/2023;08/07/2023 18:06;LEBL;LDZA;1229.4418797536907;1250.7329108160925;13881.198173573146;0.0
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY6209;19/08/2023;19/08/2023 19:25;EGKK;LIRQ;1180.3784115125206;1283.7881278414038;14170.204528033812;0.0
A20N;PW1127G-JM;PAX;EC-NFK;186.0;0.0;Unknown;17/05/2023;17/05/2023 11:03;LIRF;EGKK;1405.917409558029;1603.3593000309602;14444.680950608876;-317.4008248566432
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY1007;26/02/2023;26/02/2023 18:07;LEMD;LEBL;482.93021580816446;517.593855267213;8112.097830397933;0.0
A321;V2533-A5;PAX;EC-MMH;220.0;0.0;VY8009;07/05/2023;07/05/2023 13:40;LFPO;LEBL;826.0961118302938;886.8140543755293;13315.081484891703;-188.82957593003343
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;VY8242;24/02/2023;24/02/2023 06:08;LEBL;LFPG;858.7380115037018;978.566566257916;12411.328884393968;0.0
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY6332;20/09/2023;20/09/2023 09:42;LEST;LSZH;1419.4806716990258;1545.3032662742655;17694.721264003554;56660.6967967558
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY6224;11/04/2023;11/04/2023 10:01;LIRF;EGKK;1405.917409558029;1471.955289168278;17021.34772542586;66480.26250619651
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY6535;09/12/2023;09/12/2023 08:26;LICC;LEBL;1193.2691218908014;1268.7179870324649;15122.089026873397;0.0
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY1503;25/08/2023;25/08/2023 10:15;LFPO;LIRQ;870.091904104308;1004.7065450524638;11745.76233228043;-149.4787876013314
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;VY2219;10/03/2023;10/03/2023 13:03;LEZL;LEBL;809.2782447899061;1057.3601003028732;13153.766375646295;0.0
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY6253;25/08/2023;25/08/2023 10:15;LIRF;LFPO;1088.6659905506278;1149.172610097777;14017.065784079234;4034.893815174156
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY6525;09/08/2023;09/08/2023 07:59;LIPE;LEBL;831.3202252007094;864.3684852837229;11358.103606105784;-3690.6901284759633
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY6404;26/06/2023;26/06/2023 17:57;LEBL;LIPZ;951.7499664555206;1010.5597664568224;10225.558369761624;-0.1908242146938845
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY2473;26/12/2023;26/12/2023 10:49;LEBL;GCRR;1974.1262423414275;;22708.34914768636;
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY8472;04/01/2023;04/01/2023 16:23;LEVC;EGKK;1296.596941101017;1477.4548863386126;17073.145689931836;25520.20582196885
A21N;PW1133G-JM;;EC-NYC;230.0;0.0;VY8944;26/09/2023;26/09/2023 17:36;EGKK;LFPO;326.33001669691305;522.5241635904239;7581.963567715606;0.0
A20N;PW1127G-JM;PAX;EC-NAJ;186.0;0.0;VY3138;02/05/2023;02/05/2023 15:14;GCRR;LEAS;1759.5845151906394;1851.7512858376565;16211.43853133868;54538.29853878012
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY3956;26/07/2023;26/07/2023 15:11;LEPA;LEVC;276.30655386254153;328.1740247752883;6000.057740072261;0.0
A320;CFM56-5B4/P;PAX;EC-JTR;180.0;0.0;VY8255;11/05/2023;11/05/2023 11:07;LEAL;LFPG;1218.8310755986367;1383.4280405616832;16192.58029333024;0.0
A20N;PW1127G-JM;PAX;EC-NAE;186.0;0.0;VY7516;06/10/2023;06/10/2023 12:28;LSZH;LEST;1419.4806716990258;1522.4291846378703;13864.551595742378;-1092.708859845308
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY8481;07/04/2023;07/04/2023 20:54;LPPR;LEBL;898.660944743925;968.1744434650144;12324.998943550674;116656.82907141148
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY1816;01/11/2023;01/11/2023 17:10;LEBL;EDDM;1094.6300447813323;1264.2180007006198;15087.557050536076;129306.95267840957
A320;CFM56-5B4/3;PAX;EC-MAO;180.0;0.0;VY7844;14/09/2023;14/09/2023 21:27;LEBL;LLBG;3081.6813341765805;3126.8694569209665;33188.75570348466;42038.7836621562
A320;CFM56-5B4/3;PAX;EC-MCU;180.0;0.0;VY1379;21/07/2023;21/07/2023 04:44;LEAL;EHAM;1613.152117716283;1765.1787934483443;19749.373856073948;0.0
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;VY6106;07/05/2023;07/05/2023 17:10;LEBL;LIRN;1023.6083493220387;1162.6735404464623;14137.927701259843;412925.2768833292
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY1436;06/09/2023;06/09/2023 20:20;LEBL;LEBB;466.810876844104;495.1270765544408;7904.905972374027;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY3151;22/10/2023;22/10/2023 21:18;LEPA;LEMG;709.1252076593893;809.2264325457769;10840.12396104602;0.0
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY3714;18/09/2023;18/09/2023 06:59;LEBL;LEMH;241.0492606878899;276.6584790277092;4386.680419679272;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY3273;23/02/2023;23/02/2023 10:32;GCLP;LEBB;2042.3689348540945;2123.204780984537;23240.62899027506;-10292.48631539371
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY2615;26/03/2023;26/03/2023 11:23;LEJR;LEBB;776.64990008561;828.5282508160495;11012.783842732606;3593.9513433745665
A320;CFM56-5B4/3;PAX;EC-LVU;180.0;0.0;VY2978;23/10/2023;23/10/2023 19:32;LEPA;LFRS;915.1111793142384;1008.8831967311128;12704.850683261167;3330.8095773339314
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY1305;30/01/2023;30/01/2023 12:04;LEAL;LEBL;403.8531061870535;507.49739559977536;8025.76788955464;0.0
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY3257;28/02/2023;28/02/2023 08:40;GCXO;LEZL;1390.1408343101732;1517.0345454616725;17435.731441473672;-44.18390408910726
A320;CFM56-5B4/3;PAX;EC-LVO;180.0;0.0;VY6228;21/03/2023;21/03/2023 06:11;LIRF;EGKK;1405.917409558029;1508.445741680615;17349.401500630374;-54735.56064278458
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY1981;14/12/2023;14/12/2023 15:35;LFPO;LPPT;1438.111041875215;1547.957639619912;20781.081124990826;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY1676;16/10/2023;16/10/2023 14:29;LEBL;LEST;883.2522704545041;1023.0326328547352;10304.666918152509;149.86378238801
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY6110;31/03/2023;31/03/2023 12:44;LEBL;LIRF;847.9678302098054;945.1878848347576;12100.541097358113;-127.9089573275555
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY1430;09/12/2023;09/12/2023 15:43;LEBL;LEBB;466.810876844104;494.6234683114088;7904.905972374027;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY6340;01/12/2023;01/12/2023 12:00;LEBL;LIMC;720.7942696840571;818.3094689743205;12543.22017294168;138352.8925006232
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY7830;26/07/2023;26/07/2023 05:12;LEBL;EGKK;1109.0539170109523;1269.4137773955265;15122.089026873397;375.1258015597553
A320;CFM56-5B4/P;PAX;EC-JZI;180.0;0.0;VY2979;26/06/2023;26/06/2023 19:46;LFRS;LEPA;915.1111793142384;950.243293185716;12152.339061864088;0.0
A320;V2527-A5;PAX;EC-LUN;180.0;0.0;VY3062;04/08/2023;04/08/2023 09:24;LEGR;GCLP;1495.4252910656332;1552.0658383507248;17763.78521667819;0.0
A320;V2527-A5;PAX;EC-MVN;180.0;0.0;VY1573;23/03/2023;23/03/2023 21:49;LEAS;LEBL;711.5818927865374;830.2946247375887;11030.049830901266;0.0
A320;V2527-A5;PAX;EC-MGE;186.0;0.0;VY3066;29/07/2023;29/07/2023 21:56;LEMG;GCLP;1409.5460140854718;1491.0896783185765;17194.00760711245;0.0
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY3708;08/02/2023;08/02/2023 15:59;LEBL;LEMH;241.0492606878899;307.8163093808973;5459.918730288319;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY6248;07/09/2023;07/09/2023 11:18;LEBL;LSZH;855.9042394968873;1156.9986600291152;16360.804499613423;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY3706;10/07/2023;10/07/2023 14:26;LEBL;LEMH;241.0492606878899;287.6920135482736;5514.452513557737;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY3932;06/11/2023;06/11/2023 20:24;LEBB;LEPA;628.7551457363238;692.1318445230107;7957.779982556223;0.0
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;Unknown;02/08/2023;02/08/2023 05:41;LEPA;LEBL;201.96688121093285;257.4612023609527;5161.285076092628;0.0
A320;CFM56-5B4/P;PAX;EC-JTR;180.0;0.0;VY6106;14/12/2023;14/12/2023 14:19;LEBL;LIRF;847.9678302098054;967.1350016815948;12307.732955382016;0.0
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY6523;13/03/2023;13/03/2023 23:56;LIPE;LEBL;831.3202252007094;856.1942190625275;11271.773665262488;0.0
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;VY1280;30/05/2023;30/05/2023 17:51;LEBL;LDZA;1229.4418797536907;1288.9916890078955;15312.014896728642;0.0
A319;CFM56-5B6/P;PAX;EC-NGB;144.0;0.0;VY3909;20/09/2023;20/09/2023 11:27;LEPA;LEBL;201.96688121093285;260.594228721342;4943.325656740917;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY6331;05/11/2023;05/11/2023 08:48;LIMC;LEBL;720.7942696840571;813.3540140431855;10874.655937383335;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY8920;16/11/2023;16/11/2023 17:14;LEVC;EBBR;1326.5092592494957;1493.5671047302992;13653.595466700015;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY1452;06/09/2023;06/09/2023 16:43;LEBB;LEAL;592.1028769291162;650.109518243171;9355.248978541364;0.0
A320;V2527-A5;PAX;EC-MYC;186.0;0.0;VY6614;31/12/2023;31/12/2023 06:08;LEMG;EGKK;1645.2059978045324;1760.508525180541;19714.84187973663;-73280.840875765
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY6040;04/06/2023;04/06/2023 14:10;LEBB;LIRQ;1137.5208754941689;1249.7849786336503;13881.198173573146;6197.075866831283
A320;V2527-A5;PAX;EC-MLE;186.0;0.0;VY3069;03/06/2023;03/06/2023 07:34;GCLP;LEMG;1409.5460140854718;1471.9567553996037;17021.34772542586;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY6501;06/06/2023;06/06/2023 08:34;LIRN;LEBL;1023.6083493220387;1065.0464785738334;15317.748672653926;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY6614;19/01/2023;19/01/2023 06:55;LEMG;EGKK;1645.2059978045324;1748.641353194824;19593.97996255601;0.0
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY2487;03/05/2023;03/05/2023 16:11;LESO;LEBL;391.8561560182081;466.8352156050478;7089.548843747447;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY6937;21/07/2023;21/07/2023 14:00;LEIB;LFPO;1098.2641741532054;1223.8070505946614;17111.804695024257;0.0
A320;V2527-A5;PAX;EC-MFM;180.0;0.0;VY1874;10/04/2023;10/04/2023 08:09;LEBL;ESGG;1958.3116794184048;2157.347269297383;23589.36405955732;-79074.5607021948
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY2110;02/02/2023;02/02/2023 06:01;LEMG;LEBL;765.966389686389;864.8780072340236;11358.103606105784;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY1422;25/01/2023;25/01/2023 08:01;LEBL;LEBB;466.810876844104;490.9192897596116;7870.37399603671;0.0
A320;CFM56-5B4/3;PAX;EC-MVO;180.0;0.0;VY3314;30/03/2023;30/03/2023 16:40;LEBL;LEPA;201.96688121093285;247.5239821950064;5050.9202518847815;0.0
A320;CFM56-5B4/3;PAX;EC-MBD;180.0;0.0;VY1820;19/03/2023;19/03/2023 11:04;LEBL;EDDH;1492.5636767058477;1690.7638521735123;19058.734329327595;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY8153;15/01/2023;15/01/2023 08:51;LFPO;LEVC;1051.673874007024;1103.3875557900983;13585.416079862764;161211.17576349992
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY2702;22/10/2023;22/10/2023 16:56;LEBB;LPPR;526.666053879379;583.6456162109326;8733.673404469648;183133.34213107772
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;Unknown;03/01/2023;03/01/2023 20:10;EGKK;LEMG;1645.2059978045324;1707.596503405514;19214.128222845524;33432.36520582273
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY3164;28/03/2023;28/03/2023 15:12;LIPZ;LEBL;951.7499664555208;1012.0710429543606;12722.116671429823;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;Unknown;27/10/2023;27/10/2023 05:10;LEPA;LEBL;201.96688121093285;269.8554989142778;5315.795829983614;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY3066;26/07/2023;26/07/2023 16:23;LEMG;GCLP;1409.5460140854718;1501.8041763798003;17297.6035361244;0.0
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY3044;02/02/2023;02/02/2023 06:14;LEZL;GCLP;1377.5380723845806;1503.43953073355;17314.869524293063;0.0
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY2454;30/04/2023;30/04/2023 19:42;LEIB;LEBB;609.1855596217713;685.5993096667532;9683.30275374588;131950.13718065532
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY1292;19/04/2023;19/04/2023 04:42;LEBL;LECO;887.6765029262199;958.7780912593364;9856.385143937488;-7631.650926821291
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY4011;07/03/2023;07/03/2023 17:51;LFRN;LEMG;1286.9777053794417;1364.5930093721067;16019.92041164365;267364.2027780373
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY3840;19/06/2023;19/06/2023 08:14;LEPA;EDDM;1215.744849059725;1308.3910685386736;15484.674778415229;-2417.802548111141
A20N;PW1127G-JM;PAX;EC-NAJ;186.0;0.0;Unknown;03/06/2023;03/06/2023 12:28;GCRR;LEBB;1859.3652327771777;1931.085262083017;16866.910198836653;-23.730182302436788
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY1008;29/11/2023;29/11/2023 19:49;LEBL;LEMD;482.93021580816446;543.5371755882544;6861.790056183036;0.0
A320;CFM56-5B4/P;PAX;EC-MYB;180.0;0.0;VY3901;18/04/2023;18/04/2023 19:15;EKCH;LEBL;1768.57318009677;1934.7265624663012;21386.82677987992;5360.497190903401
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY3014;19/06/2023;19/06/2023 06:26;LEBL;GCFV;2031.892145754001;2132.4226004349766;27492.71041125854;8022.899378279511
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;Unknown;30/11/2023;30/11/2023 18:07;LEBL;EGKK;1109.0539170109523;1261.59984554826;17529.027025808056;92822.05279789204
A321;V2533-A5;PAX;EC-MMH;220.0;0.0;VY8010;22/06/2023;22/06/2023 13:31;LEBL;LFPO;826.0961118302938;987.0542825780636;14441.581778007954;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY3714;29/10/2023;29/10/2023 08:01;LEBL;LEMH;241.0492606878899;255.70805384394583;4197.609544668568;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY3136;11/11/2023;11/11/2023 19:45;GCRR;LEST;1619.2551302114596;1667.3832078782723;18834.27648313503;1176339.992789367
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY2611;13/05/2023;13/05/2023 16:44;LEBB;LEMG;749.082899877611;803.0955894129308;8748.865466465084;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY8258;03/02/2023;03/02/2023 08:56;LFPG;LEAL;1218.8310755986367;1300.9767928389952;15415.610825740594;0.0
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;VY6210;11/12/2023;11/12/2023 15:14;LIRF;LEMG;1548.024409745077;1721.0278000902954;19334.990140026137;213598.97497681307
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY3914;14/10/2023;14/10/2023 15:11;LEBL;LEPA;201.96688121093285;281.68134049002305;5448.233619033028;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY8001;25/06/2023;25/06/2023 06:28;LFPO;LEBL;826.0961118302938;921.268162707368;9579.505224569388;0.0
A321;V2533-A5;PAX;EC-MMU;220.0;0.0;VY3007;12/11/2023;12/11/2023 21:25;GCLP;LEBL;2174.4948701069866;2201.3857715185013;28337.056896627066;318279.4895066018
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY1376;15/08/2023;15/08/2023 12:12;EHAM;LEAL;1613.152117716283;1669.281104875523;18851.54247130369;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY3920;28/07/2023;28/07/2023 20:05;LEBL;LEPA;201.96688121093285;226.63229456484405;4786.04467378595;0.0
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY6402;26/03/2023;26/03/2023 12:14;LEBL;LIPZ;951.7499664555206;1060.055964883433;15255.16532303636;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY8301;05/10/2023;05/10/2023 08:54;EHAM;LEBL;1241.1362442046452;1286.6407329694164;17821.08265735671;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY6307;25/07/2023;25/07/2023 12:04;LEBB;EGKK;896.2343404083921;1009.9436479408704;12704.850683261167;0.0
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY6019;05/06/2023;05/06/2023 17:01;EGKK;LEMR;957.2578173817236;1032.3136947007308;10370.590708478248;404.7285051397663
A21N;PW1133G-JM;;EC-NYC;230.0;0.0;VY8604;09/03/2023;09/03/2023 15:26;LFPO;LEGR;1375.8332447216408;1500.0571824265794;15696.14139080287;19897.35823913306
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY8921;20/02/2023;20/02/2023 14:19;EBBR;LEVC;1326.5092592494957;1367.0279358017667;16037.186399812312;-0.6871694956586459
A320;CFM56-5B4/3;PAX;EC-KRH;180.0;0.0;VY2511;17/04/2023;17/04/2023 06:56;LEZL;LEBB;701.1541526362191;751.822153808653;10304.878327817598;0.0
A320;V2527-A5;PAX;EC-MOG;186.0;0.0;VY6614;10/07/2023;10/07/2023 05:35;LEMG;EGKK;1645.2059978045324;1822.2690475231952;20284.61948930237;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY3419;07/07/2023;07/07/2023 07:50;LEMD;LEIB;458.2453422657772;534.0521283380875;8267.491723915862;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY3277;03/05/2023;03/05/2023 15:33;GCXO;LEMG;1433.559265590338;1548.2688789209028;17729.25324034087;0.0
A20N;PW1127G-JM;PAX;EC-NFJ;186.0;0.0;VY1513;30/03/2023;30/03/2023 14:07;LFML;LEBL;351.2476598575437;474.2033536221168;6225.8243856924855;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY7108;24/07/2023;24/07/2023 20:17;EGKK;LEST;1107.8245785187676;1153.3306802263069;14051.597760416553;8593.525562444584
A320;CFM56-5B4/3;PAX;EC-MVO;180.0;0.0;Unknown;29/03/2023;29/03/2023 06:02;LEPA;LEBL;201.96688121093285;285.5954124128802;5492.379548716168;0.0
A320;V2527-A5;PAX;EC-LVT;180.0;0.0;VY6108;25/05/2023;25/05/2023 07:57;LEBL;LIRF;847.9678302098054;948.9722184971588;12135.073073695428;-37242.93619458539
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY3106;24/10/2023;24/10/2023 15:35;GCXO;LPPT;1324.172505941514;1431.643633639353;13218.498450550143;0.0
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY8310;21/07/2023;21/07/2023 14:36;EHAM;LEBL;1241.1362442046452;1321.028213448295;15605.53669559584;0.0
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY3910;09/03/2023;09/03/2023 12:11;LEBL;LEPA;201.96688121093285;226.421646568198;4786.04467378595;0.0
A321;V2533-A5;PAX;EC-MHB;220.0;0.0;Unknown;26/08/2023;26/08/2023 06:39;LEPA;LEBL;201.96688121093285;254.81774741384945;6201.440745027965;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY1420;09/03/2023;09/03/2023 06:06;LEBL;LEBB;466.810876844104;552.3370591121418;8440.15160560245;0.0
A319;CFM56-5B6/P;PAX;EC-MIQ;144.0;0.0;VY1293;21/03/2023;21/03/2023 07:46;LECO;LEBL;887.6765029262199;969.431837973866;11440.700069238615;-22621.860370209928
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY1869;01/10/2023;01/10/2023 08:29;EDDS;LEBL;994.6559866495118;1077.571542991058;13343.692245501545;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY8243;04/02/2023;04/02/2023 08:52;LFPG;LEBL;858.7380115037018;911.1010238282448;11789.753310322252;0.0
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY8828;27/01/2023;27/01/2023 16:27;LEZL;LFPG;1457.4451313122115;1487.9064569345585;17159.47563077513;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY3929;31/07/2023;31/07/2023 13:46;LEPA;LEGR;625.6820545693271;677.9401857308419;9614.238801071248;0.0
A320;CFM56-5B4/P;PAX;EC-KDG;180.0;0.0;Unknown;17/07/2023;17/07/2023 20:10;LEBL;LEMH;241.0492606878899;283.55620276582965;5470.306583874598;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY8173;17/12/2023;17/12/2023 20:05;LFPO;LEMG;1451.3818548328447;1513.0341727797356;17401.199465136353;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY8309;01/08/2023;01/08/2023 08:09;LEBL;EHAM;1241.1362442046452;1402.4771646282002;16365.240175016828;1611.8799119958258
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY2215;29/05/2023;29/05/2023 12:11;LEZL;LEBL;809.2782447899061;938.8733335381112;9711.352805220864;0.0
A320;CFM56-5B4/P;PAX;EC-JGM;180.0;0.0;Unknown;08/01/2023;08/01/2023 22:15;LFRS;LEBL;714.2352201762058;781.4173452617397;10581.13413851614;0.0
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;VY3046;19/03/2023;19/03/2023 12:24;LEZL;GCLP;1377.5380723845806;1442.868395878408;16745.09191472732;0.0
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY8247;09/12/2023;09/12/2023 20:24;LFPG;LEBL;858.7380115037018;959.9351317165422;14128.665029920106;0.0
A320;V2527-A5;PAX;EC-LUN;180.0;0.0;VY8152;08/05/2023;08/05/2023 05:05;LEVC;LFPO;1051.673874007024;1141.3383930132882;13930.73584323594;3978.944928070013
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY1704;18/06/2023;18/06/2023 13:38;LEBL;LEVX;893.3415342249336;952.111732967808;12169.605050032744;52542.84654529044
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY6260;11/12/2023;11/12/2023 05:58;LEBL;LFSB;822.2368269898692;980.2122126003078;10001.417482654111;-8842.941889102782
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY1003;07/04/2023;07/04/2023 07:24;LEMD;LEBL;482.93021580816446;571.0661404221477;8612.811487289038;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY8436;03/05/2023;03/05/2023 16:06;LPPT;EHAM;1846.297159921293;1952.7975715391945;17034.58899749893;156567.7182425731
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY6335;01/03/2023;01/03/2023 17:14;LIMC;LEBL;720.7942696840571;762.5814117169613;11917.386676765984;167.44691762005013
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;Unknown;19/10/2023;19/10/2023 21:24;LEPA;LEBL;201.96688121093285;347.97908222043185;7244.496571987456;0.0
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY1503;08/06/2023;08/06/2023 08:13;LFPO;LIRQ;870.091904104308;956.2512858892756;11328.308709170578;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY3912;04/10/2023;04/10/2023 14:01;LEBL;LEPA;201.96688121093285;232.4667734661904;4874.336533152227;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY8480;16/02/2023;16/02/2023 20:00;LEBL;LPPR;898.660944743925;980.049014339506;14358.137311851197;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY8102;23/05/2023;23/05/2023 14:56;LEBL;LGAV;1904.5077318023027;1944.901719471231;25302.988203800352;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY6202;09/03/2023;09/03/2023 15:28;LEBL;LSGG;637.4468259188732;862.7586667001311;13043.886969882233;0.0
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY6503;16/11/2023;16/11/2023 20:39;LIRN;LEBL;1023.6083493220387;1108.245822438187;10911.1657891493;0.0031202913336998
A20N;PW1127G-JM;PAX;EC-NIY;186.0;0.0;Unknown;04/09/2023;04/09/2023 06:58;GCXO;LEZL;1390.1408343101732;1527.4823614635088;13904.10586993782;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY1175;15/08/2023;15/08/2023 06:03;GCLP;LEVC;1879.8610695074776;1929.6710542650317;21331.763347887983;0.0
A320;CFM56-5B4/P;PAX;EC-KDG;180.0;0.0;VY3905;12/02/2023;12/02/2023 05:36;LEPA;LEBL;201.96688121093285;257.32071713538664;5161.285076092628;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;Unknown;26/03/2023;26/03/2023 12:52;EGKK;GCTS;2912.4264336092806;3053.104002736261;32472.931087589503;196340.5226939776
A20N;PW1127G-JM;PAX;EC-NIY;186.0;0.0;VY2012;20/01/2023;20/01/2023 09:32;LEBL;LEGR;680.1368145509945;742.5066739245785;8313.76845031521;0.0
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY6165;01/04/2023;01/04/2023 12:34;LIEE;LEBL;633.7800232493965;657.4253176101614;9424.312931216002;0.0
